,Date,Name,Budget
55,"Oct 8, 1999",Random Hearts," $64,000,000"
56,"Dec 27, 2006",Perfume: The Story of a Murderer," $63,700,000"
57,"Jun 11, 1993",Jurassic Park," $63,000,000"
58,"Jul 25, 2002",Austin Powers in Goldmember," $63,000,000"
59,"Apr 1, 2011",Hop," $63,000,000"
60,"Sep 14, 2017",American Assassin," $63,000,000"
61,"Jun 24, 1994",Wyatt Earp," $63,000,000"
62,"Aug 3, 1994",Clear and Present Danger," $62,000,000"
63,"Apr 21, 2000",U-571," $62,000,000"
64,"Nov 17, 1995",The American President," $62,000,000"
65,"Dec 25, 2015",The Hateful Eight," $62,000,000"
66,"Jun 20, 2008",The Love Guru," $62,000,000"
67,"Feb 23, 2001",3000 Miles to Graceland," $62,000,000"
68,"Oct 3, 2014",Gone Girl," $61,000,000"
69,"Mar 30, 2007",Blades of Glory," $61,000,000"
70,"Sep 9, 2015",Maze Runner: The Scorch Trials," $61,000,000"
71,"Aug 2, 2013",2 Guns," $61,000,000"
72,"Jan 17, 2018",Maze Runner: The Death Cure," $61,000,000"
73,"Jan 9, 2019",A Dogâs Way Home," $61,000,000"
74,"Feb 7, 2016",Mei Ren Yu," $60,720,000"
75,"Dec 22, 2004",Meet the Fockers," $60,000,000"
76,"Feb 6, 2014",The Lego Movie," $60,000,000"
77,"Mar 9, 2007",300," $60,000,000"
78,"Mar 2, 2007",Wild Hogs," $60,000,000"
79,"Dec 25, 2008",Marley & Me," $60,000,000"
80,"Dec 10, 1999",The Green Mile," $60,000,000"
81,"Jun 5, 1998",The Truman Show," $60,000,000"
82,"Sep 8, 2016",Sully," $60,000,000"
83,"Jun 14, 2002",The Bourne Identity," $60,000,000"
84,"Oct 8, 2009",Couples Retreat," $60,000,000"
85,"Nov 17, 1995",Goldeneye," $60,000,000"
86,"May 30, 2003",The Italian Job," $60,000,000"
87,"May 9, 2003",Daddy Day Care," $60,000,000"
88,"Jun 18, 1999",The General's Daughter," $60,000,000"
89,"Dec 18, 1998",The Prince of Egypt," $60,000,000"
90,"Aug 6, 2004",Collateral," $60,000,000"
91,"Jul 4, 2001",Cats & Dogs," $60,000,000"
92,"Dec 20, 2002",Two Weeks Notice," $60,000,000"
93,"Oct 2, 1998",Antz," $60,000,000"
94,"Apr 19, 2002",The Scorpion King," $60,000,000"
95,"Oct 15, 2010",Red," $60,000,000"
96,"Mar 5, 2004",Starsky & Hutch," $60,000,000"
97,"Jun 27, 1990",Days of Thunder," $60,000,000"
98,"Dec 21, 2005",Cheaper by the Dozen 2," $60,000,000"
99,"Aug 13, 2010",Eat Pray Love," $60,000,000"
