,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
13,False,/fJid19GoQFdbE4bRs0vk5RWYrfx.jpg,"[35, 18, 10749]",343,en,Harold and Maude,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.,12.214,/xqay68babjK46U9WBFD2TmtnGcx.jpg,1971-12-20,Harold and Maude,False,7.7,537
14,False,/jpP8oOge5W47mHdgp3j3zEJnT6Q.jpg,"[80, 9648, 53]",993,en,Sleuth,A mystery novelist devises an insurance scam with his wife’s lover – but things aren’t exactly as they seem.,10.573,/lR7Ma8XrxCQI3r2jV4unvXhzdCS.jpg,1972-12-10,Sleuth,False,7.7,284
15,False,/eWzEX02Pw9TN8nCsCASPdtBHXo6.jpg,"[80, 9648, 53]",793,en,Blue Velvet,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of criminals who have kidnapped her child.",12.955,/xWy2JaA0bUqld48K0Kum9WF3tKy.jpg,1986-08-01,Blue Velvet,False,7.7,1698
16,False,/8T9C0bPKH3cFS6EKxEumbO5cPSD.jpg,[35],227932,pt,Minha Mãe é Uma Peça 2: O Filme,"Dona Hermínia is back, but now rich and famous since she is the host of her own successful TV show. However, the overprotective character will have to deal with her children's departures, as Marcelina and Juliano decide to move out. In counterpart, she will welcome, as a visitor, her sister Lúcia Helena, who's been living in New York.",6.668,/eDApDWU6r9zxk9MZLc6rfnBb3vu.jpg,2016-12-22,Minha Mãe é Uma Peça 2: O Filme,False,7.7,322
17,False,/vMsiL302XaGfII4viilM3lM3tj1.jpg,"[18, 14]",12516,ja,夢,A collection of magical tales based upon the actual dreams of director Akira Kurosawa.,5.781,/mzelmiYUKtSiyvzqTFYXRBA4w39.jpg,1990-05-11,Dreams,False,7.7,210
18,False,/dAK3Sql45m1xyMzCm5LDa4Bmucx.jpg,"[878, 18]",13363,en,The Man from Earth,"An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he never ages and has walked the earth for 14,000 years.",11.095,/zYP2lBJ5GRV1HaIi4USqRl3phe.jpg,2007-06-10,The Man from Earth,False,7.7,1253
19,False,/16Zih6SSQzWrDRMnAaiaszx2mbV.jpg,"[16, 10751]",40619,en,Day & Night,"When Day, a sunny fellow, encounters Night, a stranger of distinctly darker moods, sparks fly! Day and Night are frightened and suspicious of each other at first, and quickly get off on the wrong foot. But as they discover each other's unique qualities--and come to realize that each of them offers a different window onto the same world-the friendship helps both to gain a new perspective.",11.592,/15yOr3M2lOk8fTkn7Bpxuc19ZU9.jpg,2010-06-17,Day & Night,False,7.7,490
0,False,/rtPtwVTo4RqumivX2zspSk8GyCy.jpg,"[16, 35, 10751, 10770]",13187,en,A Charlie Brown Christmas,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.",9.634,/3Bn0tc1BsheZwUQtvl10wTgQ16J.jpg,1965-12-09,A Charlie Brown Christmas,False,7.7,330
1,False,/ccegwWa7I2vxxaoXrGB8Wl1g5nl.jpg,"[28, 12, 10752]",1654,en,The Dirty Dozen,"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.",9.592,/2PKazVY2F2GhRfQyErq8QWiq0Au.jpg,1967-06-15,The Dirty Dozen,False,7.7,589
2,False,/9EetaShpwcbSfrcvDmaFaNMtVyK.jpg,"[28, 27, 53]",396535,ko,부산행,"Martial law is declared when a mysterious viral outbreak pushes Korea into a state of emergency. Those on an express train to Busan, a city that has successfully fended off the viral outbreak, must fight for their own survival…",19.984,/qWOkfCgioLEf3Km9OWva93RYWAc.jpg,2016-07-20,Train to Busan,False,7.7,3164
3,False,/hd3oBumhVja2MsuKhnodntHE2No.jpg,"[14, 27, 53]",11482,fr,Le locataire,"A quiet and inconspicuous man rents an apartment in France where the previous tenant committed suicide, and begins to suspect his landlord and neighbors are trying to subtly change him into the last tenant so that he too will kill himself.",11.061,/4Qhzb1ICFMqE3isWoln497qSH7n.jpg,1976-05-26,The Tenant,False,7.7,537
4,False,/mwTIMcVJFeSvREIM4nPIao67d0R.jpg,"[35, 18]",10757,hi,कभी ख़ुशी कभी ग़म,"Rahul, the adoptive son of business magnate Yash Raichand, feels eternal gratitude to his father for rescuing him from a life of poverty. Yet, when Yash forbids his love of poor Anjali, Rahul marries her and moves to London with new wife and sister-in-law, breaking the heart of his mother. Ten years later, Rahul's younger brother comes to London intent on brokering peace between father and son.",9.149,/ioW5i4R4FEm3QT9yd0aBxJDJi6T.jpg,2001-12-14,Kabhi Khushi Kabhie Gham,False,7.7,224
5,False,/3vrtpYhLZB9uxpG89Fps1ngANs4.jpg,"[18, 36, 53]",820,en,JFK,"This acclaimed Oliver Stone drama presents the investigation into the assassination of President John F. Kennedy led by New Orleans district attorney Jim Garrison. When Garrison begins to doubt conventional thinking on the murder, he faces government resistance, and, after the killing of suspected assassin Lee Harvey Oswald, he closes the case. Later, however, Garrison reopens the investigation, finding evidence of an extensive conspiracy behind Kennedy's death.",12.033,/9bmXpKDJv2kdtD4QNexErjGTIOz.jpg,1991-12-20,JFK,False,7.7,1049
6,False,/66qO1fhZZsRE9qGCVSoeC8lGl0F.jpg,"[28, 12, 18, 36, 10752]",11658,ko,태극기 휘날리며,"When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle.",10.431,/1SEDI2qeNZgBK5XiJfKwWTmhZqC.jpg,2004-02-05,Tae Guk Gi: The Brotherhood of War,False,7.7,257
7,False,/DtQEs6pe4VkMpeTE5vX2za8JeQ.jpg,[80],18079,es,Nueve reinas,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"")",8.498,/3LS2qYsmdYoSwQWJulK73lDfz52.jpg,2000-08-31,Nine Queens,False,7.7,322
8,False,/8AUQ7YlJJA9C8kWk8P4YNHIcFDE.jpg,"[28, 12, 14]",22,en,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",35.196,/tkt9xR1kNX5R9rCebASKck44si2.jpg,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,False,7.7,13728
9,False,/w41zFKYTsq4wf5QnQJWMXuzWl2F.jpg,"[28, 18]",96721,en,Rush,A biographical drama centered on the rivalry between Formula 1 drivers James Hunt and Niki Lauda during the 1976 Formula One motor-racing season.,13.916,/cjEepHZOZAwmK6nAj5jis6HV75E.jpg,2013-09-02,Rush,False,7.7,4344
10,False,/dQCTuhrP8bgsctRYeHSX21ceNX1.jpg,"[18, 36, 10752]",205,en,Hotel Rwanda,"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.",11.18,/p3pHw85UMZPegfMZBA6dZ06yarm.jpg,2004-09-11,Hotel Rwanda,False,7.7,1632
11,False,/1Z53X8Rj7ebuIUHU0XqizkFMPOK.jpg,"[18, 10749]",17483,en,Shelter,"Forced to give up his dreams of art school, Zach works dead-end jobs to support his sister and her son. Questioning his life, he paints, surfs and hangs out with his best friend, Gabe. When Gabe's older brother returns home for the summer, Zach suddenly finds himself drawn into a relationship he didn't expect.",8.875,/auMRglisVmM01BRGAWCjv7AuUeE.jpg,2007-06-16,Shelter,False,7.7,257
12,False,/3qLb72ccGmJaFyQ6WOLZDfUbMUu.jpg,"[35, 18, 10749]",1879,en,Guess Who's Coming to Dinner,Matt and Christina Drayton are a couple whose attitudes are challenged when their daughter brings home a fiancé who is black.,11.185,/mrRVl6ck9v23SjmdblwP8GajVS.jpg,1967-12-11,Guess Who's Coming to Dinner,False,7.7,384
13,False,/snLFUFzWUZCdYkAbhZlaGJxiY3I.jpg,"[12, 35, 878, 10751]",165,en,Back to the Future Part II,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",12.678,/k5dzvCQkXU2CAhLtlj9BHE7xmyK.jpg,1989-11-22,Back to the Future Part II,False,7.7,7822
14,False,/avqzwKn89VetTEvAlBePt3Us6Al.jpg,"[12, 14]",672,en,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",32.28,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,2002-11-13,Harry Potter and the Chamber of Secrets,False,7.7,13298
15,False,/rVnw6V6NselkJfYt90beU1yXesy.jpg,"[35, 10749, 10752]",38251,it,Mediterraneo,"Greek Sea, World War II. An Italian ship leaves a handful of soldiers in a little island; their mission is to spot enemy ships and to hold the island in case of attack. The village of the island seems abandoned and there isn't a single enemy in sight, so the soldiers begin to relax a little. Things change when their ship is hit and destroyed by the enemy, and the soldiers find themselves abandoned there.",7.38,/zn2nfy87gqCt4uZ7m3Azs16EFRX.jpg,1991-01-31,Mediterraneo,False,7.7,509
16,False,/tR1RXbnkSvZq0sgx0Gyh3GmgYoB.jpg,"[80, 18, 53]",21734,en,Shadow of a Doubt,"A bored teen living in Santa Rosa, California, Charlotte ""Charlie"" Newton, is frustrated because nothing seems to be happening in her life and that of her family. Then, she receives wonderful news: her uncle (for whom she was named), Charlie Oakley, is arriving for a visit. But Uncle Charlie may not be the man he seems to be.",11.797,/ptyWagbWE8jSGyV2tGEzAdVbRCj.jpg,1943-01-15,Shadow of a Doubt,False,7.7,458
17,False,/bFhSZpGLUmYhNe8OuEN87fFl0As.jpg,[35],11356,en,The Odd Couple,"In New York, Felix, a neurotic news writer who just broke up with his wife, is urged by his chaotic friend Oscar, a sports journalist, to move in with him, but their lifestyles are as different as night and day are, so Felix's ideas about housekeeping soon begin to irritate Oscar.",7.504,/8rnvB24D6z3wGiS1aGFWIpQz9Sl.jpg,1968-05-16,The Odd Couple,False,7.7,263
18,False,/f9thi5IrzhO2kgJSEkU8ZgrJxnm.jpg,"[35, 18]",37247,en,The Graduate,"Benjamin, a recent college graduate very worried about his future, finds himself in a love triangle with an older woman and her daughter.",11.477,/AuFvrbtWSPiBPIv9ewH2DV4nhCD.jpg,1967-12-21,The Graduate,False,7.7,1784
19,False,/iTc8GzE4I4v9NLtEQ7ZaUvIj272.jpg,[53],284427,de,Who Am I - Kein System ist sicher,"Benjamin, a young German computer whiz, is invited to join a subversive hacker group that wants to be noticed on the world's stage.",14.233,/nMHCJiVFjUmQWC116Ze96u5IhfX.jpg,2014-09-25,Who Am I,False,7.7,759
0,False,/z7w3uHWAH3XbUbyJDKUsEb1j61C.jpg,"[28, 12, 18]",9343,de,Fitzcarraldo,"Fitzcarraldo is a dreamer who plans to build an opera house in Iquitos, in the Peruvian Amazon, so, in order to finance his project, he embarks on an epic adventure to collect rubber, a very profitable product, in a remote and unexplored region of the rainforest.",10.27,/uovgR063sBxGHQWD8YzQm4WJX4.jpg,1982-03-04,Fitzcarraldo,False,7.7,331
1,False,/tCqI3EtSxVxgddWeQtyaT1rRlYf.jpg,[53],3767,en,Gilda,"A gambler discovers an old flame while in Argentina, but she's married to his new boss.",8.115,/hz2gG5D3GHaaPZUSnRNjMC3Wl1r.jpg,1946-04-25,Gilda,False,7.7,258
2,False,/eg049B1TJdWuKuyKowNmhZxNToc.jpg,"[28, 53]",562,en,Die Hard,"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",21.263,/fiXHtnQpQiGVkMtyYnEfQ6Gtfx8.jpg,1988-07-15,Die Hard,False,7.7,6908
3,False,/lFwykSz3Ykj1Q3JXJURnGUTNf1o.jpg,"[12, 16, 10751]",166428,en,How to Train Your Dragon: The Hidden World,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",31.416,/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg,2019-01-03,How to Train Your Dragon: The Hidden World,False,7.7,3090
4,False,/uxQ1n8yLqRZgnrimiBXJ5rsaa.jpg,"[12, 16, 35, 10751]",10315,en,Fantastic Mr. Fox,"The Fantastic Mr. Fox bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family.",13.74,/3HNnM4tzQWuFFI5NinXLM2ow1sA.jpg,2009-10-23,Fantastic Mr. Fox,False,7.7,2717
5,False,/aF4TrSc1IbNNtsWdwixMQNku3Dv.jpg,"[12, 16, 10751]",313297,en,Kubo and the Two Strings,"Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.",20.35,/3Kr9CIIMcXTPlm6cdZ9y3QTe4Y7.jpg,2016-08-18,Kubo and the Two Strings,False,7.7,2323
6,False,/tNE9HGcFOH8EpCmzO7XCYwqguI0.jpg,"[18, 14, 27, 9648]",503919,en,The Lighthouse,Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,28.353,/vScen3pRHnbtlfNxErROpiM8ABm.jpg,2019-10-18,The Lighthouse,False,7.7,883
7,False,/ta7tLjGfVID9dExxanNkbTKyHr8.jpg,[35],4593,fr,Le Charme discret de la bourgeoisie,"In Luis Buñuel’s deliciously satiric masterpiece, an upper-class sextet sits down to dinner but never eats, their attempts continually thwarted by a vaudevillian mixture of events both actual and imagined.",9.474,/zN4ILX2x64PvT2jIOAHXxCOi5WA.jpg,1972-09-15,The Discreet Charm of the Bourgeoisie,False,7.7,349
8,False,/bsYv9IFIGfpAV0oUbe7YTiyxhox.jpg,"[35, 18, 10749]",83666,en,Moonrise Kingdom,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.",13.336,/ysTohGF7NY9Z6MYz9vLNYiyzh0r.jpg,2012-05-24,Moonrise Kingdom,False,7.7,3471
9,False,/pVlZBKp8v3Jzd0ahPmrBGlbeQ2s.jpg,"[35, 878]",68,en,Brazil,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",13.276,/55Vfc1beLn3pJF4Lw83TRKHenK6.jpg,1985-02-20,Brazil,False,7.7,1846
10,False,/jc16RxKrJWLVhGdbpqjbiuGbbDk.jpg,[18],9475,en,Scent of a Woman,"Charlie Simms is a student at a private preparatory school who comes from a poor family. To earn the money for his flight home to Gresham, Oregon for Christmas, Charlie takes a job over Thanksgiving looking after retired U.S. Army officer Lieutenant Colonel Frank Slade, a cantankerous middle-aged man who lives with his niece and her family.",11.588,/22m6tUzIYxXs5cjyl7KJJPULlMT.jpg,1992-12-23,Scent of a Woman,False,7.7,1595
11,False,/wiDGnsn9RtNglgKQy4J1jZQBG5v.jpg,"[28, 12, 16, 10751]",9806,en,The Incredibles,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",22.274,/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,2004-11-05,The Incredibles,False,7.7,11803
12,False,/jixekHe0lX093eZHUe5wqKM8SOR.jpg,[27],10331,en,Night of the Living Dead,A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse.,10.868,/faPfcZ181gWmCoMbal7bAXFPFh9.jpg,1968-10-01,Night of the Living Dead,False,7.7,1213
13,False,/fdDTA06o5e7MRXnTGAf4EygL2MJ.jpg,"[18, 10402]",277216,en,Straight Outta Compton,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",14.682,/X7S1RtotXOZNV7OlgCfh5VKZSB.jpg,2015-08-13,Straight Outta Compton,False,7.7,2220
14,False,/yUGNvXeQvDU0NzfL4iRPkl2nZTL.jpg,"[28, 16, 878]",11299,ja,カウボーイビバップ 天国の扉,"The year is 2071. Following a terrorist bombing, a deadly virus is released on the populace of Mars and the government has issued the largest bounty in history, for the capture of whoever is behind it. The bounty hunter crew of the spaceship Bebop; Spike, Faye, Jet and Ed, take the case with hopes of cashing in the bounty. However, the mystery surrounding the man responsible, Vincent, goes deeper than they ever imagined, and they aren't the only ones hunting him.",13.871,/xKTg1xbKC6BWpjS09FHNZShrP4v.jpg,2001-09-01,Cowboy Bebop: The Movie,False,7.7,373
15,False,/jJudinPjEDEgMCAxHijnILbKShc.jpg,"[35, 18]",364137,fr,Nous trois ou rien,"An Iranian family survives the shah and the ayatollah and moves to France. This story follows the family through it all. Despite the politics, revolution, prison, beatings, assassinations and suicides this is a comedy.",6.34,/aPYtRdJwt85OgZIUBZ5tHgmfyCO.jpg,2015-11-04,All Three of Us,False,7.7,309
16,False,/tWP2LoaMRjX3Y4dDOSwE2prN423.jpg,"[12, 35, 18, 37]",11040,en,Little Big Man,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Indians and fighting with General Custer.",9.615,/uy6bUIwyrAxQ2Liba3HExsUIpZm.jpg,1970-12-14,Little Big Man,False,7.7,275
17,False,/7lsnS82c1RXklfZUpLxiVd2HdR1.jpg,"[80, 18]",11327,en,Midnight Express,"Billy Hayes is caught attempting to smuggle drugs out of Turkey. The Turkish courts decide to make an example of him, sentencing him to more than 30 years in prison. Hayes has two opportunities for release: the appeals made by his lawyer, his family, and the American government, or the ""Midnight Express"".",10.944,/vtXJf6DP2rk1yDx369MSAvwl9Cs.jpg,1978-08-31,Midnight Express,False,7.7,792
18,False,/8KToZKp0ptiLpdT6ChJlsiJTIPg.jpg,"[9648, 53]",17057,en,In a Lonely Place,An aspiring actress begins to suspect that her temperamental boyfriend is a murderer.,7.762,/mR72XsO7EQu3uH8TeqPxMd9V8mW.jpg,1950-07-19,In a Lonely Place,False,7.7,233
19,False,/sFpGI08aeHIRKlLi9SxLyYrRyZ8.jpg,"[16, 35, 10751, 14]",2062,en,Ratatouille,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.",21.74,/xVxxSYHAfrEbllyWFQG5df5nwH4.jpg,2007-06-22,Ratatouille,False,7.7,10247
0,False,/qfB3KR6AuRI3Sqz8jWAOpRaGC0H.jpg,"[35, 18]",565310,en,The Farewell,A headstrong Chinese-American woman returns to China when her beloved grandmother is given a terminal diagnosis. Billi struggles with her family's decision to keep grandma in the dark about her own illness as they all stage an impromptu wedding to see grandma one last time.,17.672,/7ht2IMGynDSVQGvAXhAb83DLET8.jpg,2019-07-12,The Farewell,False,7.7,415
1,False,/j3i14N5ffe5cIT9dZTeojlCM4oi.jpg,"[80, 18, 10749]",8073,fr,Bande à part,"Cinephile slackers Franz and Arthur spend their days mimicking the antiheroes of Hollywood noirs and Westerns while pursuing the lovely Odile. The misfit trio upends convention at every turn, be it through choreographed dances in cafés or frolicsome romps through the Louvre. Eventually, their romantic view of outlaws pushes them to plan their own heist, but their inexperience may send them out in a blaze of glory -- which could be just what they want.",7.288,/9oqyj79xmcypxLajJdefOtrYx64.jpg,1964-08-05,Band of Outsiders,False,7.7,245
2,False,/4Yk873qQvAPt3oiVl7J1DOSJ0az.jpg,"[9648, 53]",111083,es,El cuerpo,"A woman’s body disappears mysteriously from the morgue without a trace. Police inspector Jaime Peña investigates the strange occurrence with the help of Álex Ulloa, the widower of the missing woman.",9.826,/sOZzfmlHF9uwm5V4Zf14lm4ptiO.jpg,2012-10-04,The Body,False,7.7,623
3,False,/aCntuH0a6teZe4B68BOULQd8kkp.jpg,"[18, 10749]",11113,en,My Fair Lady,A snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,13.333,/sKEylXQWa15RFLaB54TpBI2eJuy.jpg,1964-10-21,My Fair Lady,False,7.7,694
4,False,/7peR6thPRGcIB2jCEIJ9S0EGV6I.jpg,"[18, 10749]",4024,fr,L'Année dernière à Marienbad,"In a huge, old-fashioned luxury hotel a stranger tries to persuade a married woman to run away with him, but it seems she hardly remembers the affair they may have had (or not?) last year at Marienbad.",6.183,/fjv9pcl26GovarvdpBhHsLgGgym.jpg,1961-05-25,Last Year at Marienbad,False,7.7,228
5,False,/4SWExfeoheG73iKaQtzuMFXFCDA.jpg,[18],5528,fr,Les Choristes,"Set in 1940's France, a new teacher at a school for disruptive boys gives hope and inspiration.",10.097,/8nxYEvYYRYNF9JY32eDLgJlZdpl.jpg,2004-03-17,The Chorus,False,7.7,1401
6,False,/mrxKRSlf0iY0T2BLKpSSmu86X9t.jpg,"[28, 12, 16, 35, 14, 10751]",82702,en,How to Train Your Dragon 2,"The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",21.413,/lRjOR4uclMQijUav4OjeZprlehu.jpg,2014-06-09,How to Train Your Dragon 2,False,7.7,6300
7,False,/tilClWjFZeUTGJu0pxgF72fvUmN.jpg,"[35, 18]",99,es,Todo sobre mi madre,"A single mother in Madrid sees her only son die on his birthday as he runs to seek an actress' autograph. Beside herself with grief, she returns to Barcelona to tell the boy's father about the death of the son he never knew he had.",14.627,/9Z1kGuWJrjdYYeot2NJsVdYrF0b.jpg,1999-04-19,All About My Mother,False,7.7,885
8,False,/mkdsCdfl2AklKUmXYHbZyv3VDK9.jpg,"[35, 80]",158,de,Knockin' on Heaven's Door,"Two young men, Martin and Rudi, both suffering from terminal cancer, get to know each other in a hospital room. They drown their desperation in tequila and decide to take one last trip to the sea. Drunk and still in pajamas they steal the first fancy car they find, a 60's Mercedes convertible. The car happens to belong to a bunch of gangsters, which immediately start to chase it, since it contains more than the pistol Martin finds in the glove box.",10.244,/9Qnh5khKtaRq01dniIOCHniRfkZ.jpg,1997-02-20,Knockin' on Heaven's Door,False,7.7,241
9,False,/2DjqTJbF40qnMOuTNiBiZyInxWq.jpg,"[28, 80, 53]",180299,id,The Raid 2: Berandal,"After fighting his way through an apartment building populated by an army of dangerous criminals and escaping with his life, SWAT team member Rama goes undercover, joining a powerful Indonesian crime syndicate to protect his family and uncover corrupt members of his own force.",10.659,/fVVU9hG6i6jeMv4HddeeTCAVzpF.jpg,2014-03-27,The Raid 2,False,7.7,1322
10,False,/4qfXT9BtxeFuamR4F49m2mpKQI1.jpg,"[28, 12, 878]",100402,en,Captain America: The Winter Soldier,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",15.084,/5TQ6YDmymBpnF005OyoB7ohZps9.jpg,2014-03-20,Captain America: The Winter Soldier,False,7.7,12327
11,False,/sT7f721Zvb9Feo11sbhvkk2JLHi.jpg,"[18, 9648, 53]",54186,ja,告白,A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.,9.513,/oiVWlhTkm5FB5fhQMQfpPzAFDkg.jpg,2010-06-04,Confessions,False,7.7,446
12,False,/gktL2rfE7d1xrwPSSTohxLOjLSs.jpg,"[80, 18, 53]",242582,en,Nightcrawler,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",27.588,/8oPY6ULFOTbAEskySNhgsUIN4fW.jpg,2014-10-23,Nightcrawler,False,7.7,6635
13,False,/us64LmtSBNELHIprKB7CSt8MEvC.jpg,"[16, 10751]",13413,en,BURN·E,What lengths will a robot undergo to do his job? BURN·E is a dedicated hard working robot who finds himself locked out of his ship. BURN·E quickly learns that completing a simple task can often be a very difficult endeavor.,10.128,/tdvyi9asDeOF65MwTqNNMoAhqP4.jpg,2008-11-17,BURN·E,False,7.7,414
14,False,/sy3e2e4JwdAtd2oZGA2uUilZe8j.jpg,"[12, 18, 878]",286217,en,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",30.088,/5aGhaIHYuQbqlHWvWYqMCnj40y2.jpg,2015-09-30,The Martian,False,7.7,13438
15,False,/jSL39cn3irkniMXthexHksr0ksA.jpg,"[18, 14, 10749]",162,en,Edward Scissorhands,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,18.405,/kgLTB53HinftRRwhft7yrUOclDC.jpg,1990-12-05,Edward Scissorhands,False,7.7,8330
16,False,/mPbrOfoFQpBkCJPzUr9YMoYB7W2.jpg,"[16, 10749]",200481,en,The Blue Umbrella,"It is just another evening commute until the rain starts to fall, and the city comes alive to the sound of dripping rain pipes, whistling awnings and gurgling gutters.",8.584,/oN0Ry08rfTOniGkyTc2XjUm2Cnl.jpg,2013-02-12,The Blue Umbrella,False,7.7,288
17,False,/yi6cpAVGCtOQqk9sw470fS7EaAX.jpg,"[18, 36, 10752]",41411,fr,La Rafle,"A faithful retelling of the 1942 ""Vel' d'Hiv Roundup"" and the events surrounding it.",6.736,/zR3qTRRf1kqY9qep4NNcLQjyM8r.jpg,2010-03-10,The Round Up,False,7.7,679
