,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
6,False,/kiIIOJbV8BCyatCmXqOdJEUXW3u.jpg,"[18, 35]",382591,fr,Demain tout commence,A man without attachments or responsibilities suddenly finds himself with an abandoned baby and leaves for London to try and find the mother. Eight years later after he and his daughter become inseparable Gloria's mother reappears.,11.123,/krOqZbxLbjrCkwDtssUBPBF4pqS.jpg,2016-12-07,Two Is a Family,False,7.8,2143
7,False,/n7zm7vcZ5m2nSV9Scyh2axpY8d4.jpg,"[80, 18]",1646,en,Freedom Writers,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",13.413,/bffP9cAgOHsMNnc55zIXrDnz7QD.jpg,2007-01-05,Freedom Writers,False,7.8,990
8,False,/uVvp8WMOFoImQaQTM7WAYZKi5vW.jpg,[18],33602,en,Temple Grandin,"A biopic of Temple Grandin, an autistic woman who has become one of top scientists in humane livestock handling.",11.155,/eEdXRImgDyCdeYdz3jnJxqovC2k.jpg,2010-02-06,Temple Grandin,False,7.8,206
9,False,/bkL2f7KgePtzMXWHBm4oGK7NIs7.jpg,[18],24657,sv,Offret,"Alexander, a journalist, philosopher and retired actor, celebrates a birthday with friends and family when it is announced that nuclear war has begun.",8.684,/v7nEBG4ulpGol1QKC5EHnLomFa.jpg,1986-05-14,The Sacrifice,False,7.8,206
10,False,/gsnPjs2XTBhYDNFgnlsDgjuauDO.jpg,"[80, 18, 53]",968,en,Dog Day Afternoon,"Based on the true story of would-be Brooklyn bank robbers John Wojtowicz and Salvatore Naturale. Sonny and Sal attempt a bank heist which quickly turns sour and escalates into a hostage situation and stand-off with the police. As Sonny's motives for the robbery are slowly revealed and things become more complicated, the heist turns into a media circus.",9.48,/qgWuZ2yNJrclU8EldQG4rLhwMoy.jpg,1975-08-11,Dog Day Afternoon,False,7.8,1478
11,False,/csjX21x5Re3vQninMLJ1zJemXZ8.jpg,[37],336,it,Giù la testa,"At the beginning of the 1913 Mexican Revolution, greedy bandit Juan Miranda and idealist John H. Mallory, an Irish Republican Army explosives expert on the lam from the British, fall in with a band of revolutionaries plotting to strike a national bank. When it turns out that the government has been using the bank as a hiding place for illegally detained political prisoners -- who are freed by the blast -- Miranda becomes a revolutionary hero against his will.",7.343,/nQkr1yi87pX1d3lQVTrBEWlCpT1.jpg,1971-10-20,"Duck, You Sucker",False,7.8,489
12,False,/vkzeh2G7Gwapo4J1eqGWRph2hCs.jpg,"[18, 36, 10752]",335578,da,Under sandet,"In the days following the surrender of Germany in May 1945, a group of young German prisoners of war is handed over to the Danish authorities and subsequently sent to the West Coast, where they are ordered to remove the more than two million mines that the Germans had placed in the sand along the coast. With their bare hands, crawling around in the sand, the boys are forced to perform the dangerous work under the leadership of a Danish sergeant.",10.676,/7TOYH2VDnYbXpBKlrkdQZUSC3Du.jpg,2015-12-03,Land of Mine,False,7.8,789
13,False,/rhMpAPvoy1beXd8gA6CvYoCSztj.jpg,[18],873,en,The Color Purple,"An epic tale spanning forty years in the life of Celie, an African-American woman living in the South who survives incredible abuse and bigotry.  After Celie's abusive father marries her off to the equally debasing ""Mister"" Albert Johnson, things go from bad to worse, leaving Celie to find companionship anywhere she can.  She perseveres, holding on to her dream of one day being reunited with her sister in Africa. Based on the novel by Alice Walker.",11.021,/2a50LyRInWGLWq3u3DeGBQnvBHR.jpg,1985-12-18,The Color Purple,False,7.8,846
14,False,/2Vv4suw1ja7RpnR6FaXAOihI68g.jpg,"[16, 10751]",12,en,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",29.356,/syPWyeeqzTQIxjIUaIFI7d0TyEY.jpg,2003-05-30,Finding Nemo,False,7.8,12945
15,False,/ifokXGHhxSImZKZB4NROO3FN9Ho.jpg,"[35, 10749]",200727,en,"Love, Rosie","Since the moment they met at age 5, Rosie and Alex have been best friends, facing the highs and lows of growing up side by side. A fleeting shared moment, one missed opportunity, and the decisions that follow send their lives in completely different directions. As each navigates the complexities of life, love, and everything in between, they always find their way back to each other - but is it just friendship, or something more?  Based on Cecelia Ahern's bestselling novel, LOVE, ROSIE is a heart-warming, modern comedy-of-errors posing the ultimate question: do we really only get one shot at true love?",12.443,/qGYr7P3s0gx5YLvrILnbAkpTt1K.jpg,2014-10-16,"Love, Rosie",False,7.8,4052
16,False,/cjTQSwcsfVdirSFSHNBXRGkxmWa.jpg,"[35, 80, 18, 9648, 53]",546554,en,Knives Out,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",96.543,/pThyQovXQrw2m0s9x82twj48Jq4.jpg,2019-11-27,Knives Out,False,7.8,2485
17,False,/590bdQ5XAgkATBTHlZCFyz6CMS7.jpg,"[35, 18, 53]",265195,es,Relatos salvajes,Six short stories that explore the extremities of human behavior involving people in distress.,10.14,/8qc4aWkYJVXaWcypDusuudnME18.jpg,2014-08-21,Wild Tales,False,7.8,1774
18,False,/rEOQ0ff61tGzMG1CxQWd6GIiH9F.jpg,[18],108,fr,Trois couleurs : Bleu,"Julie is haunted by her grief after living through a tragic auto wreck that claimed the life of her composer husband and young daughter. Her initial reaction is to withdraw from her relationships, lock herself in her apartment and suppress her pain. But avoiding human interactions on the bustling streets of Paris proves impossible, and she eventually meets up with Olivier, an old friend who harbors a secret love for her, and who could draw her back to reality.",12.473,/ztIqf7yGmb4JRFiv2i62K6PhTQR.jpg,1993-01-10,Three Colors: Blue,False,7.8,755
19,False,/chJKYldpfDY9F9sJPwGfeeuHdYc.jpg,"[18, 10749]",1628,fr,Jules et Jim,"In the carefree days before World War I, introverted Austrian author Jules strikes up a friendship with the exuberant Frenchman Jim. Both men fall for the impulsive and beautiful Catherine, but it's Jules who wins her hand. After the war, Jim visits Jules, Catherine and their daughter in their Austrian home and discovers not only that his feelings for Catherine are unchanged, but also that they're reciprocated.",12.414,/x4DeQiDAfPG3IMe1jKUcn8l9rUV.jpg,1962-01-23,Jules and Jim,False,7.8,424
0,False,/lxNG1eGsfY8yOeTSk66B5hrv6pZ.jpg,"[35, 18, 10749]",776,fr,La Règle du jeu,A weekend at a marquis’ country château lays bare some ugly truths about a group of haut bourgeois acquaintances.,9.046,/8JOzt7uFZyshcuzCBmYU6CDJL4D.jpg,1939-06-08,The Rules of the Game,False,7.8,247
1,False,/1jvCKo7NOFKXRfpuifvG8tVZQsA.jpg,"[12, 35, 18]",371645,en,Hunt for the Wilderpeople,"Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive.",12.087,/2wxvvnHKdZRB31Drf7PbRzPb0mR.jpg,2016-03-31,Hunt for the Wilderpeople,False,7.8,1077
2,False,/3DL6BmslkyGHm70HXFNUwoYYIjb.jpg,"[80, 53]",845,en,Strangers on a Train,A psychotic socialite confronts a pro tennis star with a theory on how two complete strangers can get away with murder—a theory that he plans to implement.,9.656,/ihC083U7ef56Ui4x0P0dobojrZ1.jpg,1951-06-30,Strangers on a Train,False,7.8,817
3,False,/Ak7awA4BgIFW1Nj2STJQ91bSEvk.jpg,"[12, 18]",336808,es,El abrazo de la serpiente,"The epic story of the first contact, encounter, approach, betrayal and, eventually, life-transcending friendship, between Karamakate, an Amazonian shaman, last survivor of his people, and two scientists that, over the course of 40 years, travel through the Amazon in search of a sacred plant that can heal them. Inspired by the journals of the first explorers of the Colombian Amazon, Theodor Koch-Grunberg and Richard Evans Schultes.",6.541,/mbi9i2QLiCaUDp5Oykgn7CvbnGN.jpg,2015-05-25,Embrace of the Serpent,False,7.8,249
4,False,/r3xsFBD1VTUusk393bBc7SsDUJe.jpg,"[80, 18, 53]",553,en,Dogville,"A barren soundstage is stylishly utilized to create a minimalist small-town setting in which a mysterious woman named Grace hides from the criminals who pursue her. The town is two-faced and offers to harbor Grace as long as she can make it worth their effort, so Grace works hard under the employ of various townspeople to win their favor. Tensions flare, however, and Grace's status as a helpless outsider provokes vicious contempt and abuse from the citizens of Dogville.",12.277,/g1xLrof2RVgtHBB4fLvR5Xr8l5x.jpg,2003-05-19,Dogville,False,7.8,1382
5,False,/AqocxdL9luA7ALU0gGSHDzDy254.jpg,"[14, 16, 18, 878]",14069,ja,時をかける少女,"When 17-year-old Makoto Konno gains the ability to, quite literally, ""leap"" backwards through time, she immediately sets about improving her grades and preventing personal mishaps. However, she soon realises that changing the past isn't as simple as it seems, and eventually, will have to rely on her new powers to shape the future of herself and her friends.",12.437,/7oNeWrsaiMGxCrvkWjQ56y6JN85.jpg,2006-07-15,The Girl Who Leapt Through Time,False,7.8,1058
6,False,/rxelfiq2rJnKWNqY4DyFDHJKhRW.jpg,"[18, 10749]",110160,fr,Laurence Anyways,The story of an impossible love between a cisgender woman named Fred and a transgender woman named Laurence who reveals her inner desire to become her true self.,7.11,/qxUKbHFaqC0PYKITLERnt5fmuBg.jpg,2012-05-18,Laurence Anyways,False,7.8,425
7,False,/9DhBm5dFVQwWx6lsxFog5LLiF2u.jpg,[37],3114,en,The Searchers,"As a Civil War veteran spends years searching for a young niece captured by Indians, his motivation becomes increasingly questionable.",14.298,/jLBmgW0epNzJ1N9uzaVCjbyT94v.jpg,1956-03-13,The Searchers,False,7.8,692
8,False,/zcbnS1dMfehU0lxkdUODqHoChh4.jpg,"[35, 10749]",981,en,The Philadelphia Story,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",9.46,/o4cYWubhrBFF56IyEyce89lMb5y.jpg,1940-12-05,The Philadelphia Story,False,7.8,423
9,False,/pL4EBT2Rm1EuTgyqiMM48elmhfY.jpg,[35],11787,en,Harvey,"The classic stage hit gets the Hollywood treatment in the story of Elwood P. Dowd who makes friends with a spirit taking the form of a human-sized rabbit named Harvey that only he sees (and a few privileged others on occasion also.) After his sister tries to commit him to a mental institution, a comedy of errors ensues. Elwood and Harvey become the catalysts for a family mending its wounds and for romance blossoming in unexpected places.",9.194,/dgd82hYmpiXDM1G867HqNaWe8wj.jpg,1950-12-04,Harvey,False,7.8,312
10,False,/cmAHUFBqg8VO0InX9QdDTZQSg9H.jpg,"[18, 10752]",143,en,All Quiet on the Western Front,"A young soldier faces profound disillusionment in the soul-destroying horror of World War I. Together with several other young German soldiers, he experiences the horrors of war, such evil of which he had not conceived of when signing up to fight. They eventually become sad, tormented, and confused of their purpose.",9.65,/yAU6jklJLUjZot3WyvyJrxVdLKb.jpg,1930-04-29,All Quiet on the Western Front,False,7.8,347
11,False,/zgM5leh0dKPXllIJwemc3dVRyE7.jpg,[10752],632,en,Stalag 17,"It's a dreary Christmas 1944 for the American POWs in Stalag 17 and the men in Barracks 4, all sergeants, have to deal with a grave problem—there seems to be a security leak.",10.151,/2PtDbmN7HAu4W5WqrUocBV8lgiZ.jpg,1953-05-29,Stalag 17,False,7.8,281
12,False,/u7OoqcZzOIL6VXD9JZ5EOSTLt6p.jpg,"[18, 28, 53, 80, 9648]",10775,cn,無間道,"Chan Wing Yan, a young police officer, has been sent undercover as a mole in the local mafia. Lau Kin Ming, a young mafia member, infiltrates the police force. Years later, their older counterparts, Chen Wing Yan and Inspector Lau Kin Ming, respectively, race against time to expose the mole within their midst.",9.361,/g4LGFGLGjVXkWGYCePbTidw5LKV.jpg,2002-12-12,Infernal Affairs,False,7.8,831
13,False,/fqutodUuwbtKyyxsZOBIzVJMmKV.jpg,"[18, 10752]",238628,et,Mandariinid,"War in Abkhazia 1990. An Estonian man Ivo has stayed behind to harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo is forced to take him in.",7.69,/5PINEEPwh11MjUKw4M58NcVoCCb.jpg,2013-10-16,Tangerines,False,7.8,226
14,False,/gJy84NdnXOpvcgm7mvHPlPDyFMO.jpg,[35],583,en,Life of Brian,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",12.816,/cKpJnXJ6DzAGafAjUWB5PjT904O.jpg,1979-08-17,Life of Brian,False,7.8,2464
15,False,/3THF7D3uPqhV6k7iKsr2EyjqVPK.jpg,"[18, 27, 9648]",805,en,Rosemary's Baby,A young couple moves into an infamous New York apartment building to start a family. Things become frightening as Rosemary begins to suspect her unborn baby isn’t safe around their strange neighbors.,11.726,/kqA1pt9ovovArgJZi2Lu4Unf6He.jpg,1968-06-12,Rosemary's Baby,False,7.8,2078
16,False,/e6Tl0DyAACWrsre45XJDoRpODvL.jpg,"[80, 18, 53]",320007,de,Victoria,A young Spanish woman who has newly moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.,10.742,/t66eAg7xBLGoSSoA8JtJtX3NKs1.jpg,2015-06-11,Victoria,False,7.8,678
17,False,/vYmJOrvjHl9trvRsmrmpYoQUCse.jpg,"[18, 27]",136,en,Freaks,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",9.554,/9hmmE4K6tOEXB1KeTajIC0pNta6.jpg,1932-02-12,Freaks,False,7.8,524
18,False,/79p6lNdZX7XAKGZ8rxlDC8TU0C7.jpg,"[80, 18]",269,fr,À bout de souffle,A young car thief kills a policeman and tries to persuade a girl to hide in Italy with him.,10.773,/mBZ6BE7V9MCC7FzhAQPJl6K0634.jpg,1960-03-16,Breathless,False,7.8,819
19,False,/2ZbRnBXoPAQcnziA60NuLOr2L56.jpg,"[80, 18]",14580,en,The Big Heat,Tough cop Dave Bannion takes on a politically powerful crime syndicate.,6.827,/xJZJukxMOuNxl2f7TeAYxDHi921.jpg,1953-10-14,The Big Heat,False,7.8,216
0,False,/yEv8c6i79vk06sZDC3Z9D8HQLVV.jpg,"[28, 18, 878]",263115,en,Logan,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",32.507,/fnbjcRDYn6YviCcePDnGdyAkYsB.jpg,2017-02-28,Logan,False,7.8,13591
1,False,/97oVyyXriXlwIaiDDvB0p72471o.jpg,"[80, 18]",903,en,Cool Hand Luke,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.",11.249,/vDwphkloD7ToaDpKASAXGgHOclN.jpg,1967-06-22,Cool Hand Luke,False,7.8,722
2,False,/r6tJswJKgWiTacx1JcA3BQ5LIUq.jpg,"[80, 18]",29458,it,I cento passi,"The story of Peppino Impastato, a political activist who opposed the Mafia in Sicily.  One hundred steps was the number of steps it took to get from the Impastato house to the house of the Mafia boss Tano Badalamenti.",5.847,/yx8WcPImpHrHfyOcxHByxsYYQp.jpg,2000-08-31,One Hundred Steps,False,7.8,352
3,False,/xzNas1TCJh7S11nIfhZD7gImfWj.jpg,[18],11005,en,Awakenings,"Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor.",9.793,/6vkJhhd9h9QxMGHYQjVY1fY5XSI.jpg,1990-12-04,Awakenings,False,7.8,1309
